TicksStatic;DistStatic;AStarQntStatic;ProcessTimeMSStatic;TicksDynamic;DistDynamic;AStarQntDynamic;ProcessTimeMSDynamic;Result
1553;12673.2;1;25;217;14220.4;1;81;1
912;24489.1;1;45;912;24489.1;66;2994;0
138;8381.07;1;25;138;8381.07;1;32;0
155;10029;1;26;155;10029;1;36;0
390;27928.8;1;48;390;27928.8;1;111;0
61;3959.46;1;23;61;3959.46;1;24;0
216;14046.7;1;31;216;14046.7;1;54;0
82;5881.62;1;23;82;5881.62;1;26;0
160;9783.93;1;24;160;9783.93;1;31;0
158;10946.2;1;26;158;10946.2;1;38;0
170;10609.8;1;29;170;10609.8;1;46;0
254;15316.5;1;34;254;15316.5;1;64;0
115;7920.25;1;25;115;7920.25;1;27;0
180;11220.6;1;28;180;11220.6;1;46;0
237;14682.4;1;35;237;14682.4;1;71;0
76;4569.85;1;23;76;4569.85;1;25;0
145;9510.08;1;24;145;9510.08;1;29;0
67;3832;1;24;67;3832;1;44;0
242;18107.6;1;26;242;18107.6;1;38;0
1079;12539.6;1;31;283;16944.8;1;134;1
690;16257.8;1;28;268;17480.3;2;111;1
198;10289.7;1;26;169;10374.8;1;36;1
44;2712.89;1;23;44;2712.89;1;23;0
342;21494.9;1;48;342;21494.9;1;117;0
144;9125.41;1;25;144;9125.41;1;35;0
278;16150.6;1;36;278;16150.6;1;60;0
39;2663.24;1;23;39;2663.24;1;23;0
161;9420.34;1;27;161;9420.34;1;85;0
149;10916.2;1;23;149;10916.2;1;27;0
145;8939.89;1;28;145;8939.89;1;43;0
175;10615.4;1;28;175;10615.4;1;44;0
217;16344;1;28;217;16344;1;46;0
2396;12302.8;1;43;189;12665.6;1;49;1
192;11952;1;32;192;11952;1;57;0
103;5954.88;1;24;103;5954.88;1;27;0
2703;28895.8;1;56;446;29680;2;340;1
210;8747.52;1;25;210;8747.52;15;369;0
237;15819;1;34;237;15819;1;71;0
139;9572.43;1;27;139;9572.43;1;30;0
68;4175.33;1;23;68;4175.33;1;25;0
176;10154.6;1;27;176;10154.6;1;40;0
226;14157.7;1;34;226;14157.7;1;69;0
211;14030.7;1;31;211;14030.7;1;56;0
233;14082.6;1;31;233;14082.6;1;51;0
13;758.428;1;22;13;758.428;1;21;0
30;1834.9;1;22;30;1834.9;1;22;0
144;8128.29;1;26;144;8128.29;1;30;0
282;20002.3;1;47;282;20002.3;1;110;0
341;22622.9;1;37;341;22622.9;1;72;0
148;9459.33;1;30;148;9459.33;1;52;0
202;13794.4;1;31;202;13794.4;1;54;0
196;12227.6;1;31;196;12227.6;1;58;0
2301;25521.9;1;52;397;25755.2;2;259;1
126;8152.93;1;26;126;8152.93;1;37;0
81;4719.21;1;23;81;4719.21;1;26;0
286;17641.8;1;40;286;17641.8;1;85;0
185;11433.1;1;30;185;11433.1;1;49;0
136;9395.47;1;26;136;9395.47;1;33;0
115;7452.95;1;25;115;7452.95;1;33;0
283;18230.1;1;45;283;18230.1;1;104;0
110;6924.39;1;25;110;6924.39;1;33;0
980;4204.31;1;23;105;6375.2;2;54;1
135;9396.01;1;28;135;9396.01;1;43;0
167;12886.2;1;31;167;12886.2;1;48;0
277;18517.9;1;43;277;18517.9;1;98;0
330;22038.2;1;39;330;22038.2;1;87;0
245;18046.5;1;39;245;18046.5;1;83;0
283;18284.7;1;37;283;18284.7;1;83;0
264;17254.5;1;33;264;17254.5;1;59;0
308;19482.2;1;37;308;19482.2;1;82;0
189;11982.7;1;29;189;11982.7;1;52;0
80;5103.95;1;23;80;5103.95;1;27;0
267;17803.6;1;43;267;17803.6;1;93;0
1541;26072;1;48;395;26649.5;2;257;1
32;1848.81;1;23;32;1848.81;1;23;0
126;8988.83;1;27;126;8988.83;1;38;0
400;12602.4;1;28;400;12602.4;2;114;0
284;19644;1;46;284;19644;1;106;0
126;8735.33;1;25;126;8735.33;1;32;0
136;8596.48;1;26;136;8596.48;1;38;0
289;19074.6;1;34;289;19074.6;1;66;0
1725;27807.2;1;55;384;28274.2;1;170;1
199;12634.2;1;33;199;12634.2;1;59;0
118;7429.44;1;27;118;7429.44;1;39;0
51;3863;1;23;51;3863;1;23;0
212;14214.5;1;39;212;14214.5;1;69;0
153;10953;1;28;153;10953;1;40;0
315;21564.3;1;45;315;21564.3;1;104;0
171;10198.9;1;28;171;10198.9;1;43;0
294;18793.8;1;42;294;18793.8;1;106;0
405;26293.9;1;47;405;26293.9;1;121;0
127;8104.02;1;26;127;8104.02;1;34;0
195;12130;1;34;195;12130;1;60;0
116;7174.52;1;26;116;7174.52;1;37;0
224;14760.3;1;34;224;14760.3;1;60;0
137;9993.33;1;29;137;9993.33;1;46;0
171;10785.5;1;29;171;10785.5;1;42;0
417;29353.9;1;56;417;29353.9;1;207;0
105;8321.14;1;23;105;8321.14;1;24;0
186;11635.4;1;27;186;11635.4;1;40;0
189;12383.9;1;32;189;12383.9;1;58;0
258;18278.3;1;44;258;18278.3;1;141;0
64;3799.01;1;24;64;3799.01;1;26;0
163;9827.13;1;27;163;9827.13;1;43;0
274;18827.7;1;36;274;18827.7;1;72;0
41;2942.25;1;23;41;2942.25;1;24;0
303;20138.4;1;48;303;20138.4;1;131;0
143;8692.49;1;27;143;8692.49;1;37;0
129;8793.89;1;25;129;8793.89;1;34;0
331;22641.2;1;45;331;22641.2;1;106;0
60;3876.12;1;23;60;3876.12;1;24;0
159;10647.3;1;28;159;10647.3;1;42;0
157;9694.3;1;28;157;9694.3;1;46;0
254;16084.4;1;40;254;16084.4;1;81;0
262;18805.9;1;34;262;18805.9;1;64;0
250;16186;1;35;250;16186;1;68;0
248;16209;1;35;248;16209;1;82;0
75;5052.76;1;25;75;5052.76;1;30;0
484;22012.3;1;44;371;25404.6;1;73;1
209;12736.3;1;31;209;12739.6;1;54;0
79;4771.26;1;23;79;4771.26;1;25;0
1582;21736;1;40;363;24057;1;125;1
151;9300.12;1;27;151;9300.12;1;38;0
276;16720.4;1;38;276;16720.4;1;84;0
420;30407.3;1;66;420;30407.3;1;180;0
185;11791.3;1;32;185;11791.3;1;53;0
221;15519.1;1;32;221;15519.1;1;56;0
330;24499;1;57;330;24499;1;159;0
166;10099.6;1;28;166;10099.6;1;44;0
407;27714.2;1;53;407;27714.2;1;145;0
160;10704.8;1;27;160;10704.8;1;42;0
682;7253.32;1;26;135;7404.52;1;33;1
202;12600.4;1;33;202;12600.4;1;62;0
227;14919.1;1;32;227;14919.1;1;53;0
70;4459.94;1;23;70;4931.41;2;53;0
964;29725.2;1;47;452;29847;1;115;1
175;11338.2;1;28;175;11338.2;1;45;0
2379;11994.5;1;34;185;11909.3;1;70;1
137;8747.51;1;28;137;8747.51;1;43;0
271;20312.7;1;46;271;20312.7;1;120;0
68;4267.3;1;24;68;4267.3;1;26;0
336;21619.4;1;42;336;21619.4;1;90;0
67;3759.18;1;23;67;3759.18;1;24;0
305;19420.8;1;31;305;19420.8;1;54;0
225;14287.6;1;32;225;14287.6;1;54;0
153;9330.54;1;28;153;9330.54;1;41;0
121;8419.49;1;24;121;8419.49;1;29;0
1591;14238.9;1;34;254;15567.7;1;93;1
29;1985.59;1;23;29;1985.59;1;23;0
163;10544.8;1;30;163;10544.8;1;47;0
193;11851.2;1;31;193;11851.2;1;55;0
297;19412.8;1;40;297;19412.8;1;83;0
321;19859;1;44;321;19859;1;105;0
125;8945.56;1;26;125;8945.56;1;38;0
41;2779.99;1;23;41;2779.99;1;24;0
182;11861.4;1;30;182;11861.4;1;54;0
296;19917.5;1;42;296;19917.5;1;101;0
55;3460.75;1;24;55;3460.75;1;26;0
173;11425.9;1;28;173;11425.9;1;41;0
189;13270.9;1;31;189;13270.9;1;48;0
2524;10841.6;1;27;159;11205.1;1;42;1
196;11509.5;1;31;194;11832.2;2;128;1
177;10459.8;1;29;177;10459.8;1;67;0
298;19682.8;1;47;298;19682.8;1;125;0
358;23701.1;1;50;358;23701.1;1;123;0
327;20963.6;1;54;327;20963.6;1;134;0
274;18321.1;1;38;274;18321.1;1;77;0
184;10585;1;30;184;10585;1;54;0
37;1992.01;1;23;37;1992.01;1;24;0
146;10224.6;1;27;146;10224.6;1;39;0
114;7601.51;1;20;114;7601.51;1;37;0
158;9468.54;1;23;158;9468.54;1;32;0
116;7284.55;1;24;116;7284.55;1;38;0
68;3620.87;1;22;68;3620.87;1;38;0
88;5755.81;1;22;88;5755.81;1;24;0
143;11100.7;1;23;143;11100.7;1;29;0
186;11803.6;1;29;186;11803.6;1;103;0
2225;2335.5;1;19;2225;2335.5;3;138;0
22;1360.21;1;22;22;1360.21;1;22;0
377;25605.7;1;50;377;25605.7;1;124;0
201;12982.7;1;33;201;12982.7;1;67;0
216;14330.3;1;33;216;14330.3;1;72;0
789;26804.7;1;66;361;26945.6;1;205;1
70;3989.49;1;22;70;3989.49;1;25;0
62;3833.45;1;22;62;3833.45;1;24;0
246;16552;1;32;246;16552;1;85;0
220;13488.8;1;30;220;13488.8;1;56;0
151;8763.77;1;25;151;8763.77;1;31;0
105;6188.83;1;23;105;6188.83;1;30;0
142;10190.8;1;26;142;10190.8;1;44;0
77;5745.93;1;23;77;5745.93;1;25;0
1170;13522.5;1;32;249;13790;1;61;1
50;3632.39;1;25;50;3632.39;1;22;0
114;7421.82;1;24;114;7421.82;1;36;0
187;12012.7;1;25;187;12012.7;1;39;0
57;3605.33;1;23;57;3605.33;1;25;0
70;5104.61;1;23;70;5104.61;1;26;0
161;9056.92;1;24;161;9056.92;1;35;0
241;17670;1;33;241;17670;1;70;0
343;23045.5;1;44;343;23045.5;1;115;0
169;11244.6;1;26;169;11244.6;1;43;0
207;12768.4;1;27;207;12768.4;1;45;0
195;11309;1;29;195;11309;1;53;0
150;8233.49;1;23;150;8233.49;1;29;0
274;17074.4;1;37;274;17074.4;1;84;0
42;2446.94;1;23;42;2446.94;1;24;0
130;8209.46;1;25;130;8209.46;1;40;0
165;11141.5;1;26;165;11141.5;1;42;0
157;10013.4;1;26;157;10013.4;1;41;0
248;17306;1;34;248;17306;1;73;0
94;5435.95;1;24;94;5435.95;1;31;0
111;6490.59;1;24;111;6490.59;1;34;0
733;17058.8;1;36;305;18538.6;2;153;1
177;10505.2;1;26;177;10505.2;1;41;0
168;11250.7;1;27;168;11250.7;1;41;0
127;8230.16;1;25;127;8230.16;1;33;0
174;11177.4;1;25;174;11177.4;1;50;0
121;7476.45;1;24;121;7476.45;1;30;0
138;8398.21;1;24;138;8398.21;1;33;0
99;6808.14;1;24;99;6808.14;1;36;0
116;6695.83;1;23;116;6695.83;1;32;0
68;3886.51;1;23;68;3886.51;1;24;0
242;17216.6;1;33;242;17216.6;1;64;0
312;15569.5;1;31;237;15632.4;1;61;1
341;22451.6;1;36;341;22451.6;1;91;0
198;12962.3;1;25;198;12962.3;1;39;0
91;5751.74;1;23;91;5751.74;1;26;0
106;7164.62;1;22;106;7164.62;1;54;0
62;3966.43;1;23;62;3966.43;1;24;0
333;21243.7;1;39;333;21243.7;1;90;0
126;7719.37;1;24;126;7719.37;1;33;0
203;12515.9;1;28;203;12515.9;1;46;0
678;22504.7;1;51;678;22504.7;5;722;0
118;7780.33;1;23;118;7780.33;1;28;0
149;10852.4;1;26;149;10852.4;1;40;0
2907;6555.19;1;24;114;6882.37;2;66;1
146;8612.16;1;25;146;8612.16;1;35;0
255;16443.8;1;37;255;16443.8;1;75;0
394;20474.8;1;46;394;20872.6;5;811;0
747;26350.2;1;45;747;26350.2;2;148;0
141;9457.64;1;27;141;9457.64;1;37;0
97;6436.07;1;24;97;6436.07;1;25;0
248;15597.1;1;33;248;15597.1;1;59;0
145;8747.56;1;29;145;8747.56;1;45;0
262;11174.7;1;26;262;11174.7;70;1776;0
163;10576.7;1;29;163;10576.7;1;45;0
162;9571.74;1;26;162;9571.74;1;52;0
207;11914.8;1;31;207;11914.8;1;55;0
422;30329.4;1;67;422;30329.4;1;211;0
309;23077.6;1;53;377;25868;2;199;2
250;16867.3;1;38;250;16867.3;1;83;0
135;8473.4;1;24;135;8473.4;1;100;0
232;14897.1;1;29;232;14897.1;1;56;0
321;23440.4;1;49;321;23440.4;1;133;0
246;18283.9;1;33;246;18283.9;1;64;0
143;7824.65;1;26;143;7824.65;1;30;0
297;19493.9;1;39;297;19493.9;1;86;0
217;16195.7;1;31;217;16195.7;1;59;0
223;15222.5;1;32;244;15854.9;2;126;2
74;4184.96;1;23;74;4184.96;1;25;0
161;10674;1;26;161;10674;1;41;0
75;5490.68;1;23;75;5490.68;1;27;0
82;5026.02;1;24;82;5026.02;1;29;0
271;17936.1;1;32;271;17936.1;1;127;0
134;8128.01;1;26;134;8128.01;1;38;0
294;20120.2;1;43;294;20120.2;1;87;0
183;12753.1;1;28;183;12753.1;1;54;0
212;13959.8;1;31;212;13959.8;1;61;0
981;13310.9;1;30;216;13738.1;1;64;1
1599;27448.5;1;52;394;27729.5;1;150;1
85;5274.96;1;24;85;5274.96;1;30;0
228;13447.5;1;34;228;13447.5;1;62;0
69;3978.39;1;23;69;3978.39;1;23;0
751;19389.8;1;32;319;19757.5;1;63;1
145;10639.4;1;28;145;10639.4;1;48;0
231;15800.7;1;32;231;15800.7;1;65;0
51;3659.63;1;22;51;3659.63;1;23;0
203;12932.1;1;30;203;12932.1;1;53;0
293;19571.4;1;40;293;19571.4;1;91;0
220;13162.4;1;32;220;13162.4;1;62;0
218;13127.8;1;32;218;13127.8;1;74;0
431;27680.5;1;54;431;27680.5;1;133;0
328;20720.1;1;37;328;20720.1;1;83;0
91;5923.29;1;24;91;5923.29;1;27;0
2080;14463.9;1;30;2080;14463.9;5;199;0
109;6811.59;1;24;109;6811.59;1;32;0
138;8778.86;1;26;138;8778.86;1;39;0
332;23162.7;1;43;332;23162.7;1;102;0
22;1485.21;1;23;22;1485.21;1;23;0
377;25481.4;1;41;377;25481.4;1;92;0
3195;25962;1;53;370;27540.4;2;399;1
463;10207.9;1;28;184;10537.3;1;47;1
139;10030.5;1;28;139;10030.5;1;40;0
110;7037.52;1;23;110;7037.52;1;27;0
55;3362.34;1;22;55;3362.34;1;24;0
84;5560.93;1;24;84;5560.93;1;24;0
1620;18736.2;1;34;324;18833.3;1;73;1
5203;28561.6;1;49;1931;30254.3;5;735;1
303;17949;1;37;303;17949;1;79;0
150;10447.2;1;27;150;10447.2;1;42;0
160;10206.7;1;27;160;10206.7;1;42;0
187;14844.7;1;33;187;14844.7;1;176;0
120;8696.08;1;25;120;8696.08;1;38;0
184;14258.8;1;30;184;14258.8;1;58;0
146;10521.3;1;27;146;10521.3;1;45;0
144;8225.42;1;24;144;8225.42;1;33;0
99;6884.2;1;24;99;6884.2;1;30;0
95;6285.59;1;24;95;6285.59;1;30;0
2124;14601.9;1;28;1190;14830.6;3;164;1
164;10479.1;1;27;164;10479.1;1;45;0
114;8065.05;1;25;114;8065.05;1;32;0
365;22903;1;45;365;22903;1;114;0
431;30333.9;1;64;431;30333.9;1;201;0
141;8712.67;1;25;141;8712.67;1;35;0
4526;14262.5;1;27;4526;14262.5;2;107;0
20;1071.22;1;22;20;1071.22;1;21;0
226;13769.9;1;36;226;13769.9;1;66;0
291;18650.6;1;36;291;18650.6;1;80;0
293;17329.8;1;36;304;17643.7;4;268;2
91;5932.4;1;23;91;5932.4;1;23;0
63;4013.41;1;23;63;4013.41;1;27;0
174;11195.6;1;29;174;11195.6;1;52;0
232;18128.5;1;40;232;18128.5;1;94;0
327;21234.1;1;46;327;21234.1;1;120;0
104;6506.92;1;23;104;6506.92;1;26;0
195;12720.3;1;35;197;12986.6;1;64;2
127;7881.95;1;25;127;7881.95;1;34;0
