TicksStatic;DistStatic;AStarQntStatic;ProcessTimeMSStatic;TicksDynamic;DistDynamic;AStarQntDynamic;ProcessTimeMSDynamic;Result
210;12966.1;1;28;210;12966.1;1;49;0
136;9478.63;1;32;136;9478.63;1;55;0
1338;9497.64;1;26;985;13116.3;40;1133;1
9218;9908.73;1;26;188;11588.7;1;49;1
62;3903.53;1;25;62;3903.53;1;28;0
45978;14570.4;1;32;1747;14668.8;5;288;1
67;4186.45;1;24;67;4186.45;1;25;0
2369;12615.9;1;35;176;12801.3;1;72;1
5078;11283.1;1;29;186;12169.9;5;265;1
295;18338.3;1;35;302;19735;2;173;2
261;16165.8;1;34;261;16165.8;1;76;0
168;11149.7;1;30;168;11149.7;1;55;0
336;15008.1;1;33;241;15058.2;1;60;1
9998;14925.4;1;38;4989;15580.6;6;480;1
19311;8992.52;1;27;291;16819.8;2;179;1
35;2406.9;1;24;35;2406.9;1;23;0
253;16331.9;1;41;253;16331.9;1;97;0
60;3797.06;1;25;60;3797.06;1;30;0
1890;19259.9;1;42;423;28390.6;3;347;1
715;15498.4;1;34;294;17683.5;1;72;1
103;6995.27;1;26;103;6995.27;1;35;0
146;9208.53;1;28;146;9208.53;1;43;0
9049;15285.5;1;36;258;16958.9;3;221;1
2438;9904.71;1;27;2438;9904.71;63;1707;0
135;8003.91;1;25;135;8003.91;1;34;0
2768;12063.3;1;30;206;13023.4;2;85;1
91;4770.3;1;25;91;4770.3;1;29;0
847;24376;1;51;387;26321.6;1;205;1
15331;8980.01;1;29;162;9588.77;1;51;1
17256;12961.7;1;36;221;13541.9;1;79;1
865;22914;1;54;359;23035.7;1;134;1
7259;19987.7;1;48;346;22464.9;1;157;1
3168;4313.93;1;22;3168;4313.93;24;616;0
271;17395.5;1;38;271;17395.5;1;80;0
7032;9007.61;1;28;129;8986.96;1;38;1
425;10772.4;1;27;202;11379;4;197;1
180;10800.3;1;31;180;10800.3;1;56;0
5107;11659.4;1;34;196;11837.9;17;4718;1
17688;11560.1;1;27;3781;13629.1;3;186;1
6220;10268.6;1;29;160;10711.7;1;48;1
202;13070.3;1;35;202;13070.3;1;74;0
491;15672.1;1;41;233;16623.2;1;112;1
222;13974.5;1;30;222;13974.5;1;62;0
4144;30180.4;1;63;1742;32112.4;6;1057;1
4872;23274.4;1;52;403;27332.6;5;569;1
209;13318.2;1;31;209;13318.2;1;60;0
1811;17908.2;1;46;259;18071.5;1;107;1
6832;16721.2;1;39;306;19019.6;6;573;1
5900;11791.5;1;27;217;12540.1;2;75;1
101;5944.46;1;26;101;5944.46;1;32;0
11689;12628.1;1;34;262;16266.8;1;135;1
9824;25103.4;1;57;381;27346.1;1;170;1
146;10571.3;1;29;146;10571.3;2;74;0
57;3263.7;1;26;57;3263.7;1;23;0
19414;25182.1;1;52;412;26493.3;5;814;1
349;18535.9;1;41;350;19122.5;1;97;2
174;10433.4;1;28;174;10433.4;1;45;0
1494;11015.4;1;29;178;11148.6;1;45;1
1411;9247.79;1;27;1002;10909.2;14;719;1
1044;18784.2;1;32;1044;18784.2;125;3815;0
1410;5800.8;1;23;1410;5800.8;61;21984;0
3735;7524.75;1;27;110;7738.16;1;39;1
1413;15269.7;1;37;269;16847.9;4;344;1
276;18675.8;1;43;276;18675.8;1;93;0
3298;16810.5;1;46;284;17698.4;5;398;1
4492;6362.01;1;23;4492;6362.01;54;1438;0
585;22975.4;1;46;374;25171.3;3;414;1
147;10117.6;1;29;147;10117.6;1;50;0
13896;7597.35;1;29;147;7962.8;1;39;1
5867;18689.8;1;45;6749;24688.2;13;2102;2
205;13184;1;35;205;13184;1;70;0
1486;18126;1;38;855;18835.2;2;198;1
4346;3725.17;1;22;4346;3725.17;3;158;0
7762;12149.8;1;25;1452;13619.6;3;160;1
10590;12740.1;1;34;2419;13329.6;3;207;1
8959;30162.2;1;63;472;31108.8;1;217;1
1012;15121;1;30;1032;16659.9;5;926;2
5824;14676.5;1;32;242;16042.3;1;93;1
10428;13924.4;1;32;285;16423.4;1;108;1
17141;13642.9;1;32;246;14715;65;1951;1
303;19999.9;1;46;303;19999.9;1;114;0
423;17258.6;1;34;423;17258.6;29;1086;0
101;5801.71;1;25;101;5801.71;1;30;0
14274;15008.4;1;30;2961;16293.5;3;205;1
141;8453.55;1;26;141;8453.55;1;37;0
182;13250.3;1;32;182;13250.3;1;77;0
146;8695.8;1;28;146;8695.8;1;41;0
172;9970.23;1;27;172;9970.23;1;33;0
254;15713.1;1;32;254;15713.1;1;58;0
69;4875.64;1;26;69;4875.64;1;25;0
308;16403.5;1;40;308;16403.5;1;88;0
168;11891.8;1;30;168;11891.8;1;53;0
83;6445.38;1;24;83;6445.38;1;27;0
1617;18362.9;1;38;293;18703;1;79;1
207;14058.2;1;39;207;14058.2;1;88;0
90;5236.8;1;25;90;5236.8;1;32;0
197;12969.1;1;31;197;12969.1;1;60;0
710;6208.31;1;28;198;11284.6;6;216;1
1389;6561.02;1;25;135;7739.58;4;147;1
5787;15410;1;31;5756;15565.1;53;1668;1
7841;26387.1;1;61;1662;30336.9;5;812;1
4391;13611.4;1;30;4394;13711.9;4;249;2
6389;20022.4;1;35;283;20473.1;1;84;1
322;21818.8;1;45;321;21780.7;2;145;1
3783;16210;1;32;267;17687.7;2;147;1
106;6326.92;1;26;106;6326.92;1;33;0
33;2193.87;1;24;33;2193.87;1;24;0
144;9362.91;1;29;144;9362.91;1;50;0
36;2567.55;1;24;36;2567.55;1;24;0
150;9483.22;1;28;150;9483.22;1;45;0
243;14857.1;1;30;227;15307.6;4;180;1
64;3161.1;1;25;50;3167.8;1;24;1
3234;6527.57;1;25;116;6889.74;1;32;1
8426;12506.2;1;34;173;12632.2;1;69;1
3460;15338.2;1;32;281;18697.8;1;68;1
11607;25658.8;1;60;448;27347.5;5;792;1
14852;17116.1;1;33;333;19887.5;2;171;1
13539;7382.19;1;25;142;8079.53;1;36;1
7760;19453.4;1;47;7430;20897.8;6;516;1
482;21990.7;1;50;296;22664.3;1;144;1
206;12350.1;1;35;206;12350.1;1;74;0
9874;12067.6;1;31;299;19443.9;1;82;1
4457;14396.3;1;37;218;14583.5;1;79;1
5886;11543.8;1;30;204;12725.8;2;97;1
20;1173.27;1;25;20;1173.27;1;23;0
188;14390.6;1;36;241;15830.9;2;137;2
7650;15611.5;1;31;251;16019.2;2;109;1
4056;7084.35;1;26;140;9151.03;3;117;1
229;14533.5;1;32;229;14533.5;1;54;0
221;14337.4;1;31;221;14337.4;1;62;0
4451;19113.5;1;47;4342;19570.7;25;6517;1
387;18079.5;1;44;280;18581.3;4;498;1
5086;21599.8;1;35;5086;21599.8;91;2995;0
9146;13522.9;1;32;223;13547.7;1;59;1
3956;21761.4;1;50;424;26106.9;2;289;1
14298;9807.37;1;32;186;11369.2;1;65;1
158;10965.3;1;28;158;10965.3;1;44;0
180;11571.5;1;31;180;11571.5;1;43;0
3113;16694;1;37;3113;16694;64;2337;0
5622;15691.4;1;31;232;16089.7;1;56;1
1021;16526.7;1;33;330;19828.1;4;226;1
32921;24950.1;1;48;484;30332.6;2;423;1
3875;9962.74;1;27;259;16079.7;19;602;1
581;10732.6;1;30;234;13879;1;49;1
155;10225.8;1;27;155;10225.8;1;47;0
548;15335.4;1;37;252;15696.9;2;190;1
3940;28304.2;1;54;463;30605.7;1;224;1
203;11213.7;1;28;192;11633.8;1;40;1
4243;20803.1;1;36;340;22214.4;10;716;1
7815;8377.24;1;25;286;17928.6;1;70;1
1205;14205.9;1;34;224;14549.2;1;69;1
158;9667.63;1;28;158;9667.63;1;38;0
183;11561.1;1;34;183;11561.1;1;60;0
3318;15555.7;1;37;271;17681.3;2;194;1
6205;15618.2;1;27;232;17192.6;4;135;1
11082;30404.7;1;63;468;30038.7;1;202;1
52;3104.26;1;25;52;3104.26;1;25;0
3424;11862;1;32;206;12870.8;1;66;1
221;12361.4;1;32;221;12361.4;1;64;0
55;3481.57;1;26;55;3481.57;1;24;0
2250;18138.7;1;46;292;18346.1;2;231;1
9326;5939.6;1;23;1462;8336.05;3;145;1
58;3235.97;1;25;58;3235.97;1;26;0
1629;11851.5;1;26;1618;12092.3;3;157;1
7707;22495.1;1;39;455;27747;7;463;1
13157;19067.3;1;35;300;19409.9;1;63;1
5685;17715.3;1;34;5685;17715.3;2;127;0
20196;14306.9;1;29;296;18634.6;17;1040;1
224;14417;1;33;224;14417;1;68;0
94;5111.55;1;26;94;5111.55;1;35;0
18702;21006.5;1;37;394;24667.7;4;468;1
123;8439.87;1;27;123;8439.87;1;41;0
49;3263.48;1;24;49;3263.48;1;25;0
4900;14730.6;1;40;4900;14730.6;26;9117;0
2546;15891.4;1;36;252;16239.8;2;129;1
45;2590.41;1;25;45;2590.41;1;24;0
1601;11192;1;27;1542;11376.8;56;1666;1
757;5611.3;1;24;120;7388.43;1;34;1
164;10736.7;1;31;164;10736.7;1;57;0
432;4745.29;1;25;102;5097.42;1;30;1
11;704.291;1;24;11;704.291;1;22;0
217;13002;1;34;217;13002;1;67;0
12533;14303.8;1;34;239;16494.8;2;217;1
111;6914.26;1;27;111;6914.26;1;37;0
1445;13154.8;1;35;1445;13154.8;20;4803;0
3026;8489.47;1;28;152;9759.17;1;47;1
18757;10080.6;1;29;5212;10579.7;3;173;1
275;16844;1;43;280;17413.6;2;178;2
163;9807.53;1;30;163;9807.53;1;49;0
100;6212.78;1;27;100;6212.78;1;34;0
2774;18846.6;1;45;336;20708.1;1;141;1
472;27177.3;1;60;381;27248.4;1;181;1
203;12103.8;1;34;182;12627.8;1;59;1
162;10789.3;1;28;162;10789.3;1;48;0
5337;8473.54;1;25;5337;8473.54;3;90;0
2505;9933.31;1;28;2505;9933.31;2;62;0
91;4845.11;1;25;91;4845.11;1;29;0
35;1950.55;1;25;35;1950.55;1;24;0
738;17733.5;1;41;337;20777.8;2;375;1
5118;2755.21;1;22;5118;2755.21;3;75;0
9891;13359.6;1;32;254;16153.2;2;140;1
51;2905.82;1;25;51;2905.82;1;27;0
3951;18717.7;1;44;320;19994.4;1;148;1
3262;16336.3;1;28;4799;17147;7;411;2
211;13371.1;1;30;211;13371.1;1;58;0
17841;20070;1;49;344;22135.2;2;302;1
235;14112.3;1;32;235;14112.3;1;53;0
97;6151.4;1;26;97;6151.4;1;37;0
269;16885.3;1;45;269;16885.3;1;98;0
5124;18110;1;46;5124;18320.2;79;2273;0
118;6799.29;1;26;117;6802.3;1;31;1
281;18650.4;1;39;281;18650.4;1;89;0
1502;16737.6;1;43;254;18118.1;1;156;1
11972;12083;1;31;208;12897.1;1;60;1
82;5061.81;1;26;82;5061.81;1;33;0
176;12254.9;1;26;176;12254.9;1;40;0
211;14140.8;1;34;211;14140.8;1;73;0
7064;23195.6;1;46;332;23351.4;1;119;1
56;3124.56;1;25;56;3124.56;1;27;0
18265;29785.9;1;62;466;30470.5;1;195;1
2376;7815.87;1;26;2376;7815.87;2;113;0
181;9964.1;1;29;181;9964.1;1;47;0
3020;18391.2;1;36;1630;18790;6;359;1
159;10370.2;1;28;159;10370.2;1;46;0
192;12619.2;1;32;192;12619.2;1;50;0
396;11698.2;1;27;205;13405.8;2;94;1
7130;8862.81;1;28;154;9692.35;2;81;1
2434;13527.9;1;36;244;14433.3;1;81;1
251;15674.8;1;35;251;15674.8;1;77;0
5092;25120.5;1;43;418;26946.3;7;614;1
2811;14617.9;1;34;281;18261.9;1;79;1
211;14216.9;1;31;211;14216.9;1;55;0
3894;18067.1;1;44;300;19122.6;1;130;1
160;11170;1;28;160;11170;1;41;0
87;4601.18;1;25;82;4636.47;1;28;1
5902;18289.2;1;39;289;19137.7;1;100;1
4518;14651.7;1;35;250;16115.2;1;74;1
148;9835.66;1;26;148;9835.66;1;37;0
8576;6155.54;1;25;2020;6703.13;36;954;1
8834;16295.4;1;29;288;17945.2;1;68;1
6741;16944.5;1;33;399;27556;2;203;1
144;9488.7;1;29;144;9488.7;1;52;0
395;25001.6;1;45;379;25028;9;360;1
155;9408.05;1;28;155;9408.05;1;41;0
285;18346;1;39;285;18346;1;90;0
13224;14151.6;1;29;693;15403.5;7;338;1
8434;21165.9;1;37;349;22946.4;2;162;1
16766;10669.7;1;22;3359;32110.2;40;14006;1
4501;6834.22;1;24;4501;6834.22;2;106;0
174;14327.6;1;27;174;14327.6;1;36;0
28499;20747.5;1;46;345;21407.1;2;222;1
118;7625.4;1;29;118;7625.4;1;45;0
133;7799.05;1;28;133;7799.05;1;41;0
895;10166;1;26;895;10166;96;2629;0
35;1864.58;1;24;35;1864.58;1;23;0
1207;18195.8;1;40;1207;18195.8;125;4252;0
3253;22952.5;1;39;370;26170.3;1;71;1
1024;5451.08;1;23;1024;5451.08;2;103;0
209;14169;1;31;209;14169;1;57;0
10356;22305;1;53;344;23251.6;2;256;1
1624;9897.7;1;29;170;10666.7;2;116;1
847;15293.8;1;39;242;15956;1;85;1
62;3388.27;1;25;62;3388.27;1;24;0
348;24764.7;1;55;348;24764.7;1;151;0
7197;8852.49;1;24;3424;11095.7;5;824;1
201;15183.4;1;31;201;15183.4;1;61;0
5084;17383.8;1;32;4869;17978.7;47;13501;1
2492;13193.2;1;34;195;13475.2;1;61;1
1487;15389.8;1;35;233;16755.6;1;61;1
353;8513.7;1;26;353;8513.7;109;3033;0
753;21377.3;1;42;372;23648.4;3;243;1
32;2177.05;1;24;32;2177.05;1;23;0
278;13891.5;1;28;278;13891.5;1;57;0
29;1563.98;1;25;29;1563.98;1;23;0
234;14722.4;1;36;234;14722.4;1;76;0
1090;11007.5;1;30;177;11421;2;85;1
600;22695.6;1;44;600;22695.6;35;960;0
1280;5811.23;1;25;126;7745.04;2;81;1
402;13434.2;1;30;223;14296.8;1;65;1
137;8083.78;1;28;137;8083.78;1;41;0
239;15510.7;1;37;239;15510.7;1;79;0
203;13174.1;1;36;207;13153.9;1;66;2
298;20396.4;1;44;298;20396.4;1;94;0
97;6244.28;1;26;97;6244.28;1;34;0
162;10007.2;1;27;197;11098.9;1;51;2
1100;6691.55;1;25;1101;6704.77;120;12155;2
628;15479;1;31;628;15479;2;120;0
5846;30732.3;1;69;426;31747.1;1;242;1
121;4636.66;1;25;91;5550.69;1;30;1
1069;12027;1;28;1069;12027;2;116;0
281;19222.5;1;45;281;19222.5;1;106;0
3087;18489.9;1;37;297;18963.5;1;91;1
196;15512;1;34;196;15512;1;71;0
4336;19955.1;1;39;337;22054.4;1;128;1
93;5752.34;1;26;93;5752.34;1;33;0
56;3860.78;1;25;56;3860.78;1;29;0
2898;21226.5;1;44;343;21441.6;1;99;1
146;7967.21;1;28;146;7967.21;1;42;0
7025;18376.6;1;42;5202;19719.2;20;1303;1
3719;13434.7;1;30;196;13656.9;3;118;1
272;18159;1;38;272;18159;1;84;0
63;3985.68;1;26;63;3985.68;1;28;0
228;15259.4;1;41;228;15259.4;1;95;0
3705;21483.8;1;49;307;22179.8;1;146;1
136;4573.23;1;25;89;5119.26;1;30;1
111;7371.96;1;27;111;7371.96;1;41;0
56;3464.06;1;26;56;3464.06;1;28;0
2479;11028.2;1;27;2479;11028.2;4;113;0
3980;16761.6;1;39;280;18016.1;3;272;1
6613;11607.2;1;33;206;12557.2;1;63;1
185;10966.8;1;28;185;10966.8;1;45;0
3543;11424.8;1;26;2804;21621.8;8;431;1
122;7721.42;1;26;122;7721.42;1;34;0
399;12310.2;1;33;186;12340.4;2;98;1
17736;16225.5;1;39;297;18909.8;1;131;1
218;13317;1;33;218;13317;1;60;0
239;15449.8;1;37;239;15449.8;1;74;0
2527;12984.1;1;27;1526;13269;3;87;1
235;15091.7;1;35;235;15091.7;1;77;0
5573;2772.02;1;22;4646;5957.98;3;139;1
15037;23734.6;1;67;366;23953.9;1;250;1
44;1870.03;1;24;44;1870.03;1;24;0
16692;13276.3;1;30;255;15799.4;4;233;1
10539;22906.2;1;55;1534;27266.7;32;2937;1
64;3609.54;1;24;64;3609.54;1;24;0
513;10150.4;1;31;186;11606.6;1;73;1
11716;27468.3;1;65;523;37060;10;1983;1
1766;9237.39;1;28;1766;9237.39;2;117;0
919;18592.1;1;48;277;18681.8;1;139;1
302;13841.9;1;31;243;14183.7;1;63;1
172;10232.7;1;28;172;10232.7;1;49;0
14785;24783;1;65;413;25447.6;1;245;1
3830;26100.1;1;60;401;26841.9;2;302;1
1601;12792.7;1;27;1601;12792.7;54;1464;0
10297;17510.7;1;47;266;17917.9;1;106;1
169;12437.8;1;28;169;12437.8;1;46;0
5708;14381.9;1;37;335;18396.9;4;478;1
14521;11262.9;1;30;210;13323;1;67;1
200;13697.3;1;36;200;13697.3;1;74;0
274;17604.2;1;37;274;17604.2;1;84;0
257;16897.4;1;34;257;16897.4;1;73;0
1809;8428.04;1;25;1809;8428.04;2;111;0
242;16152.9;1;44;242;16152.9;1;91;0
1700;13691.4;1;36;253;17019.6;1;74;1
534;16328.4;1;33;226;16497.3;3;142;1
163;10580.8;1;27;163;10580.8;1;49;0
11091;12384.7;1;33;2613;16589.6;7;2041;1
6407;15925.4;1;35;276;16804.3;2;147;1
4090;11014.3;1;32;174;11140.3;1;60;1
4657;22588.2;1;49;1964;23266.2;4;444;1
6472;12803.8;1;30;224;13846.4;1;57;1
779;13939.6;1;35;230;14156.8;1;71;1
14014;16297.6;1;33;306;19676.8;3;230;1
762;23827.5;1;50;406;27462;2;297;1
1349;2504.16;1;21;1349;2504.16;2;102;0
6101;16377.7;1;30;6101;16377.7;111;3581;0
155;9939.17;1;27;157;10071.9;2;80;2
65;4307.67;1;27;65;4307.67;1;27;0
2917;11002.4;1;27;242;15358.9;4;232;1
4024;14187.2;1;33;313;20165.3;1;70;1
182;11965.8;1;31;182;11965.8;1;49;0
923;13304.2;1;31;923;13304.2;16;1503;0
5223;6212.09;1;26;269;16439.6;5;452;1
8360;7784;1;27;8360;7784;25;709;0
10367;7196.9;1;24;10363;8000.61;5;245;1
5588;8797.74;1;29;158;9466.04;5;273;1
19538;13172.7;1;39;258;16458.1;2;172;1
6717;8683.12;1;26;162;9943.99;2;64;1
277;17832.5;1;33;305;19262.9;2;134;2
16935;15353.4;1;35;16909;15952.3;6;1322;1
2614;9643.37;1;25;2614;9643.37;23;666;0
224;14885.6;1;33;224;14885.6;1;68;0
143;8624.52;1;29;143;8624.52;1;48;0
5308;13315.4;1;39;224;14116.1;2;163;1
6985;17789.1;1;36;293;19057;1;97;1
2824;13853.1;1;39;2824;13853.1;150;4750;0
1653;12474.1;1;32;199;12644;1;59;1
224;17449.1;1;32;224;17449.1;1;61;0
424;11247.9;1;31;149;11308.1;1;58;1
724;15628.6;1;35;233;15972.5;1;67;1
8442;31836.1;1;53;606;41050.9;9;1557;1
229;15099.5;1;39;230;15184.6;1;85;2
1270;5176.65;1;26;1270;5176.65;13;340;0
8655;25217;1;58;392;25428.5;67;4037;1
6825;18618.1;1;43;303;20343.1;2;161;1
1799;4105.43;1;25;82;5053.92;1;30;1
131;7965.46;1;28;131;7965.46;1;42;0
154;9091.56;1;29;154;9091.56;1;39;0
106;7070.86;1;27;106;7070.86;1;37;0
832;11018.3;1;29;176;11550.3;1;46;1
5963;19501.2;1;38;283;20909.3;1;93;1
5468;8300.68;1;27;171;10086.4;2;88;1
183;10466.7;1;30;183;10466.7;1;54;0
46;3088.97;1;25;46;3088.97;1;25;0
231;14830.8;1;32;231;14830.8;1;61;0
1857;8995.42;1;26;1838;9025.81;6;321;1
292;19652.7;1;41;292;19652.7;1;91;0
111;6472.88;1;26;111;6472.88;1;35;0
978;9521.46;1;27;168;10681.8;1;43;1
551;13339.1;1;35;219;13852.7;1;66;1
9875;17744.7;1;39;248;18628.1;1;102;1
47;3279.48;1;25;47;3279.48;1;26;0
2150;7342.31;1;26;2150;8167.68;40;1199;0
48;2714.82;1;24;48;2714.82;1;27;0
123;8211.38;1;26;123;8211.38;1;35;0
51;3161.95;1;25;51;3161.95;1;26;0
114;6482.67;1;25;114;6482.67;1;33;0
1125;13885.5;1;34;279;14370.5;2;126;1
9093;13463.7;1;33;216;14589.5;2;123;1
315;22555.8;1;54;315;22555.8;1;286;0
136;8574.86;1;27;136;8574.86;1;34;0
74;4569.71;1;25;74;4569.71;1;28;0
811;5015.33;1;22;829;5933.95;3;78;2
158;9524.11;1;29;158;9524.11;1;49;0
130;8622.71;1;27;130;8622.71;1;33;0
5571;6729.64;1;26;119;7065.54;1;36;1
63;3132.76;1;27;63;3132.76;1;25;0
1586;24776.3;1;53;388;25444.3;1;173;1
132;8108.83;1;27;132;8108.83;1;43;0
205;14096.5;1;34;205;14096.5;1;58;0
959;14831;1;42;257;17012.4;1;132;1
32;1670.68;1;24;32;1670.68;1;23;0
7135;13133.7;1;30;218;13633.2;1;59;1
607;6422.55;1;26;108;6423.48;1;32;1
7483;19094.3;1;44;295;19719.2;1;110;1
155;9682.95;1;28;155;9682.95;1;42;0
1165;11043.1;1;30;296;18236.8;1;96;1
2765;19331.2;1;49;254;20080.8;1;145;1
165;7169.83;1;26;155;7189.22;2;66;1
617;5633.44;1;24;617;5633.44;26;723;0
5609;25034.5;1;65;400;25563.6;1;195;1
223;14711.6;1;32;223;14711.6;1;59;0
127;8463.13;1;28;127;8463.13;1;51;0
106;6579.71;1;26;106;6579.71;1;36;0
1515;4396.88;1;22;1515;4396.88;2;119;0
81;4709.3;1;26;81;4709.3;1;31;0
899;8601.58;1;28;118;9028.55;1;42;1
10997;17438.7;1;39;315;20729.8;1;135;1
160;11902.7;1;30;160;11902.7;1;50;0
10586;16632.6;1;36;290;17384.2;1;78;1
16185;10242;1;30;168;10240.5;1;45;1
4090;13629.7;1;34;2436;14933.2;13;410;1
181;10614.6;1;29;181;10614.6;1;74;0
13639;20564.4;1;44;13640;30345.2;73;10593;2
216;13312;1;33;216;13312;1;71;0
5505;6996.27;1;27;108;7066.26;4;130;1
55;3566.81;1;25;55;3566.81;1;26;0
270;16774.6;1;40;270;16774.6;1;80;0
