TicksStatic;DistStatic;AStarQntStatic;ProcessTimeMSStatic;TicksDynamic;DistDynamic;AStarQntDynamic;ProcessTimeMSDynamic;Result
226;17322;1;28;226;17322;1;44;0
179;11610.2;1;32;179;11610.2;1;52;0
137;9266.3;1;26;137;9266.3;1;39;0
185;11890.2;1;26;185;11890.2;1;42;0
133;9813.5;1;26;133;9813.5;1;39;0
214;13384.1;1;31;214;13384.1;1;53;0
41;2544;1;22;41;2544;1;22;0
2917;6915.19;1;24;120;7148.38;1;28;1
6024;10178.4;1;26;190;11137.9;1;48;1
219;14486.1;1;26;219;14486.1;1;40;0
92;6033.59;1;23;92;6033.59;1;25;0
114;7360.6;1;25;114;7360.6;1;42;0
409;26101.9;1;53;409;26101.9;1;135;0
104;7633.19;1;24;104;7633.19;1;33;0
1944;16917.3;1;42;268;17515.9;1;72;1
145;9107.21;1;25;145;9107.21;1;36;0
187;11771;1;27;187;11771;1;42;0
359;24989.1;1;44;359;24989.1;1;101;0
3091;9220.32;1;25;206;11897.3;6;200;1
125;8157.39;1;23;125;8157.39;1;27;0
399;17396.2;1;35;257;18685;1;83;1
260;19390.4;1;30;260;19390.4;1;59;0
64;3489.74;1;22;64;3489.74;1;23;0
211;13699.4;1;28;211;13699.4;1;46;0
2398;10158.8;1;28;186;10387.4;1;39;1
332;21095.7;1;39;332;21095.7;1;56;0
1249;6248.4;1;22;129;7455.89;1;41;1
43;2775.98;1;23;43;2775.98;1;22;0
64;3075.36;1;23;64;3075.36;1;38;0
82;4896.36;1;24;82;4896.36;1;26;0
113;7318.19;1;23;113;7318.19;1;29;0
5685;10570;1;26;192;12241.7;1;61;1
654;12330.1;1;30;654;12330.1;3;89;0
91;5879.29;1;24;91;5879.29;1;30;0
131;8090.85;1;25;131;8090.85;1;33;0
3397;7568.69;1;24;141;8267.44;2;79;1
179;11747.3;1;28;179;11747.3;1;52;0
127;7558.99;1;29;127;7558.99;1;37;0
566;21313.7;1;34;352;22293.3;1;75;1
231;16285.1;1;29;231;16285.1;1;55;0
6971;29781.3;1;54;410;30557.4;2;264;1
400;25882.1;1;50;400;25882.1;1;127;0
280;18456.2;1;42;280;18456.2;1;87;0
3094;15188.2;1;33;243;16003.4;1;80;1
194;12695.4;1;30;194;12695.4;1;55;0
155;11182.9;1;26;155;11182.9;1;35;0
103;7335.6;1;24;103;7335.6;1;32;0
65;3896.68;1;23;65;3896.68;1;23;0
377;26599.9;1;53;377;26599.9;1;140;0
102;7762.34;1;24;102;7762.34;1;31;0
146;5035.18;1;20;146;5035.18;2;46;0
133;8733.39;1;24;133;8733.39;1;35;0
454;10850.7;1;28;171;10938.5;2;94;1
62;4311.43;1;25;62;4311.43;1;24;0
218;12601.5;1;28;218;12601.5;1;46;0
169;10220.8;1;26;169;10220.8;2;68;0
261;17837.2;1;31;261;17837.2;1;54;0
10992;25136;1;64;403;25738.6;2;413;1
212;13460.8;1;29;212;13460.8;1;53;0
294;19092.7;1;40;294;19092.7;1;85;0
227;14534.6;1;29;227;14534.6;1;48;0
118;8041.34;1;24;118;8041.34;1;30;0
236;14055.6;1;34;236;14055.6;1;65;0
255;15658.9;1;33;255;15658.9;1;64;0
4798;15001.3;1;29;243;15721.4;2;111;1
10874;16351.1;1;32;239;16634.3;1;54;1
113;7336.38;1;26;113;7336.38;1;41;0
54;3410.7;1;23;54;3410.7;1;26;0
198;12869.8;1;30;198;12869.8;1;57;0
85;5141.42;1;24;85;5141.42;1;27;0
202;12622.6;1;33;202;12622.6;1;57;0
128;8272.87;1;25;128;8272.87;1;46;0
291;18240.4;1;33;291;18240.4;1;74;0
166;10579.6;1;29;166;10579.6;1;46;0
253;15113.7;1;32;253;15113.7;1;57;0
94;6781.56;1;24;94;6781.56;1;31;0
70;3922.66;1;22;70;3922.66;1;24;0
216;12160;1;29;216;12160;1;52;0
98;5135.2;1;23;98;5135.2;1;27;0
73;4094.21;1;22;73;4094.21;1;22;0
10746;29285.4;1;55;10746;29285.4;185;6473;0
108;7692.33;1;25;108;7692.33;1;37;0
438;28295.1;1;59;438;28295.1;1;162;0
292;19974.1;1;32;292;19974.1;1;63;0
2343;16192.5;1;31;2343;18519.7;90;13229;0
181;11828.3;1;26;181;11828.3;1;37;0
86;5315.8;1;25;86;5315.8;1;31;0
188;13427;1;30;188;13427;1;53;0
210;15278.6;1;33;210;15278.6;1;66;0
196;11402.3;1;32;196;11402.3;1;72;0
5371;24417.1;1;51;5371;24417.1;142;4896;0
86;5307.91;1;24;86;5307.91;1;32;0
184;10295.5;1;26;184;10295.5;1;39;0
2436;14673.4;1;26;2436;14673.4;2;129;0
134;8297.1;1;25;134;8297.1;1;33;0
3715;17036.5;1;38;235;17164.4;1;74;1
201;13281.1;1;31;201;13281.1;1;54;0
185;10280.6;1;29;185;10280.6;1;41;0
173;11164.8;1;30;173;11164.8;1;59;0
161;10742.4;1;30;161;10742.4;1;61;0
202;12890.8;1;33;202;12890.8;1;65;0
4756;19380.6;1;40;4756;19380.6;165;5101;0
203;12806.1;1;29;203;12806.1;1;52;0
244;16676.8;1;34;244;16676.8;1;74;0
83;4912.35;1;24;83;4912.35;1;27;0
138;9191.84;1;24;132;9540.92;2;67;1
173;10939.5;1;29;173;10939.5;1;47;0
163;9318.7;1;26;163;9318.7;1;39;0
133;9397.13;1;26;133;9397.13;1;38;0
341;21290.1;1;39;341;21290.1;1;92;0
194;12368.3;1;28;194;12368.3;1;53;0
149;9819.03;1;29;149;9819.03;1;38;0
83;5113.87;1;24;83;5113.87;1;27;0
201;13127.8;1;30;201;13127.8;1;56;0
607;13933.8;1;36;214;13898.5;1;62;1
2828;12547.5;1;32;244;14026;1;71;1
182;5560.35;1;21;182;5560.35;70;1742;0
165;10326;1;25;165;10326;1;34;0
150;9949.46;1;28;150;9949.46;1;45;0
130;9814.75;1;27;130;9814.75;1;44;0
78;5272.1;1;24;78;5272.1;1;26;0
276;18305.6;1;41;276;18305.6;1;93;0
235;14154.4;1;26;235;14154.4;1;40;0
151;9975.04;1;37;151;9975.04;1;40;0
213;14134;1;33;213;14134;1;69;0
5179;15608.1;1;39;259;16114.4;1;93;1
80;5257.59;1;23;80;5257.59;1;27;0
5323;23023.9;1;52;353;23212;1;130;1
5915;9214.06;1;24;5915;9214.06;2;108;0
1876;9992.04;1;29;168;10555.5;1;52;1
6704;25658.5;1;51;397;26272.7;6;805;1
10600;17531.9;1;31;275;20173.5;1;91;1
171;11344.5;1;28;171;11344.5;1;43;0
135;8305.06;1;25;135;8305.06;1;34;0
481;32255.6;1;58;483;32294.2;2;299;2
161;8924.11;1;29;144;9266.71;1;45;1
227;14190.7;1;32;227;14190.7;1;48;0
101;5691.53;1;24;101;5691.53;1;29;0
78;4605.44;1;23;78;4605.44;1;24;0
44;2983.16;1;21;44;2983.16;1;68;0
12445;24935.1;1;68;428;28933.8;1;241;1
121;7920.86;1;24;121;7920.86;1;27;0
12483;10279.1;1;24;7918;10361.5;3;146;1
129;8610.4;1;26;129;8610.4;1;41;0
194;12905.7;1;34;194;12905.7;1;66;0
162;9809.13;1;25;162;9809.13;1;36;0
158;10756.4;1;29;158;10756.4;1;49;0
148;8572.74;1;25;148;8572.74;1;29;0
159;9857.15;1;27;159;9857.15;1;45;0
8776;30875.5;1;54;536;33328;2;326;1
137;9696.62;1;27;137;9696.62;1;41;0
155;9102.78;1;25;155;9102.78;1;34;0
532;12858.6;1;29;249;14075.6;2;89;1
90;6089.37;1;24;90;6089.37;1;29;0
145;9537.4;1;28;145;9537.4;1;47;0
129;8008.02;1;26;129;8008.02;1;37;0
166;11660.6;1;27;166;11660.6;1;40;0
659;23731.6;1;41;479;28796.9;4;359;1
90;5966.07;1;25;90;5966.07;1;31;0
298;19023.2;1;41;298;19023.2;1;96;0
12909;10187.1;1;30;181;11653;1;60;1
1945;14073.4;1;33;224;14939.5;1;69;1
155;9420.57;1;27;155;9420.57;1;42;0
16467;11921.6;1;31;246;14203.6;3;152;1
55;3452.22;1;24;55;3452.22;1;25;0
107;7882.24;1;26;107;7882.24;1;31;0
2733;15980.8;1;32;263;16743.3;1;70;1
108;5826.12;1;24;108;5826.12;1;27;0
256;16745.1;1;39;256;16745.1;1;102;0
249;16953.1;1;33;249;16953.1;1;57;0
196;13380.3;1;34;196;13380.3;1;68;0
70;4667.27;1;24;70;4667.27;1;27;0
223;14282.7;1;29;223;14282.7;1;47;0
95;6926.52;1;25;95;6926.52;1;35;0
298;20394.6;1;38;298;20394.6;1;80;0
259;16261.4;1;32;259;16261.4;1;65;0
235;13222.6;1;33;235;13222.6;1;62;0
1407;6363.39;1;26;94;6754.99;1;29;1
83;4970.11;1;23;83;4970.11;1;27;0
228;15626.8;1;36;228;15626.8;1;68;0
248;15348.2;1;32;248;15348.2;1;62;0
74;5083.82;1;23;74;5083.82;1;24;0
431;28965.4;1;58;431;28965.4;1;158;0
142;9595.05;1;28;142;9595.05;1;49;0
127;8624.3;1;25;127;8624.3;1;33;0
18;950.6;1;21;18;950.6;1;70;0
169;11547.3;1;26;169;11547.3;1;33;0
559;11677.9;1;28;3699;17767.4;12;411;2
140;8855.57;1;26;140;8855.57;1;39;0
251;16955.8;1;36;251;16955.8;1;73;0
223;14649.6;1;37;223;14649.6;1;77;0
191;12817.6;1;30;191;12817.6;1;55;0
746;19714;1;51;298;19822.3;1;106;1
5580;6713.81;1;24;173;10565.3;1;46;1
331;21958.7;1;33;331;21958.7;1;68;0
343;22538.1;1;50;343;22538.1;1;110;0
229;14819.5;1;36;229;14819.5;1;68;0
678;9595.26;1;29;142;9750.53;1;48;1
66;4701.11;1;24;66;4701.11;1;24;0
316;24088.1;1;56;316;24088.1;1;164;0
129;7865.57;1;26;129;7865.57;1;38;0
5722;13177;1;30;248;15001.3;1;88;1
81;5211.07;1;24;81;5211.07;1;28;0
179;11280.3;1;27;179;11280.3;1;40;0
134;8564.11;1;26;134;8564.11;1;44;0
1675;12363.9;1;29;183;12464.4;1;44;1
3241;7400.24;1;24;142;8832.76;1;33;1
2140;33458.4;1;80;518;33679.4;1;240;1
83;4929.04;1;23;83;4929.04;1;25;0
374;19834.8;1;42;317;20541.4;1;77;1
252;5215.4;1;23;76;5345.3;1;23;1
139;9770.42;1;25;139;9770.42;1;35;0
179;12361.6;1;30;179;12361.6;1;57;0
204;13831;1;29;204;13831;1;49;0
104;6082.89;1;24;104;6082.89;1;29;0
1363;20681.7;1;40;345;21625.7;1;97;1
159;10461.4;1;27;159;10461.4;1;40;0
201;13371.7;1;35;201;13371.7;1;56;0
137;9457.47;1;27;137;9457.47;1;38;0
71;4789.61;1;24;71;4789.61;1;26;0
78;4110.23;1;24;78;4110.23;1;28;0
3854;12887.6;1;32;216;12914.5;1;64;1
156;12642.4;1;25;156;12642.4;1;31;0
4478;17759.5;1;35;281;18935.6;2;182;1
215;15738.3;1;34;215;15738.3;1;63;0
144;9292.7;1;28;144;9292.7;1;40;0
3771;18714.7;1;41;300;19798.2;2;151;1
187;13226.4;1;29;187;13226.4;1;48;0
415;24078;1;60;415;24078;60;2149;0
181;11725.6;1;27;181;11725.6;1;41;0
94;6350.61;1;25;94;6350.61;1;30;0
39;2666.53;1;23;39;2666.53;1;23;0
3603;24855.8;1;53;373;25640;1;138;1
112;6140.29;1;24;112;6140.29;1;27;0
148;8996.75;1;27;148;8996.75;1;42;0
180;12419.7;1;26;180;12419.7;1;38;0
62;3351.37;1;24;62;3351.37;1;24;0
10244;31522.5;1;56;491;31574.1;1;160;1
2412;5556.53;1;24;95;5635.77;1;27;1
74;4374.55;1;24;74;4374.55;1;25;0
172;10893.8;1;30;172;10893.8;1;55;0
1860;29771.1;1;65;476;31639.6;1;203;1
1218;18538.2;1;34;1218;18538.2;102;2909;0
8171;18145;1;32;8171;18145;168;5015;0
7985;17266.2;1;39;288;19029.7;3;236;1
251;13751.1;1;32;251;13751.1;1;58;0
6108;10992.2;1;28;184;11489.7;1;61;1
278;16476.6;1;39;278;16476.6;1;73;0
109;7377.69;1;26;109;7377.69;1;37;0
152;9447.06;1;28;152;9447.06;1;44;0
345;12830.7;1;32;204;12832.2;1;52;1
370;24226.2;1;45;370;24226.2;1;109;0
176;11121.5;1;29;176;11121.5;1;48;0
39;1952.58;1;23;39;1952.58;1;22;0
147;8637.58;1;26;147;8637.58;1;36;0
93;5319.52;1;24;93;5319.52;1;28;0
153;9925;1;26;153;9925;1;35;0
71;4817.44;1;24;71;4817.44;1;26;0
204;13581.4;1;29;204;13581.4;1;44;0
218;15066.7;1;36;218;15066.7;1;83;0
140;7812.19;1;25;140;7812.19;1;32;0
482;30899.9;1;55;489;31190.8;1;135;2
222;14436.2;1;33;222;14436.2;1;60;0
118;7372.68;1;27;118;7372.68;1;31;0
231;16368.5;1;36;231;16368.5;1;72;0
28;1610.84;1;24;28;1610.84;1;21;0
160;10515.1;1;29;160;10515.1;1;49;0
1475;16419.8;1;37;1475;16419.8;98;3352;0
145;9414.43;1;25;145;9414.43;1;33;0
98;6349.25;1;25;98;6349.25;1;32;0
208;16056.8;1;32;208;16056.8;1;58;0
68;4839.62;1;23;68;4839.62;1;24;0
172;11953.8;1;28;172;11953.8;1;45;0
213;13735.4;1;28;213;13735.4;1;50;0
2588;13887.7;1;31;199;14883.2;3;149;1
57;3212.03;1;24;57;3212.03;1;24;0
74;4561.64;1;23;74;4561.64;1;27;0
191;12356.9;1;34;191;12356.9;1;71;0
227;16097.2;1;38;227;16097.2;1;75;0
381;24711.8;1;51;381;24711.8;1;127;0
176;10455.5;1;30;176;10455.5;1;54;0
34;1947.08;1;23;34;1947.08;1;22;0
239;14755.8;1;30;239;14755.8;1;51;0
161;10965.5;1;31;161;10965.5;1;58;0
250;18247.8;1;39;250;18247.8;1;88;0
195;12990.7;1;28;195;12990.7;1;48;0
220;14127.4;1;30;220;14127.4;1;79;0
7975;22099.7;1;40;4743;23760.3;5;697;1
124;7298.2;1;25;124;7298.2;1;31;0
149;8658.22;1;25;149;8658.22;1;32;0
65;3979.04;1;24;65;3979.04;1;28;0
130;8455.98;1;24;130;8455.98;1;31;0
5318;22781.4;1;46;355;22903.2;1;115;1
211;13876;1;30;211;13876;1;54;0
123;8364.15;1;25;123;8364.15;1;31;0
157;9758.72;1;29;157;9758.72;1;49;0
98;5758.21;1;24;98;5758.21;1;26;0
1736;18390.2;1;43;340;19864.1;1;121;1
118;6608.09;1;23;118;6608.09;2;104;0
188;6960.4;1;22;188;6960.4;2;103;0
39;2481.73;1;23;39;2481.73;1;23;0
163;10202.9;1;26;163;10202.9;1;37;0
31;1830.44;1;23;31;1830.44;1;23;0
11751;13451.7;1;35;217;13617.8;1;67;1
2298;10952.9;1;27;2298;10952.9;9;234;0
5145;23445.1;1;54;362;24563.9;2;226;1
125;7555.9;1;24;125;7555.9;1;29;0
179;11405.2;1;29;179;11405.2;1;47;0
293;18830.3;1;37;293;18830.3;1;78;0
233;15009.4;1;37;233;15009.4;1;62;0
251;16465.3;1;33;251;16465.3;1;77;0
229;15542.9;1;42;229;15542.9;1;98;0
316;19846.8;1;47;316;19846.8;1;115;0
1352;6166.97;1;25;124;8226.48;2;74;1
205;13433.5;1;29;205;13433.5;1;60;0
186;10280.6;1;25;186;10280.6;1;35;0
494;14957.7;1;34;242;15928.1;1;123;1
206;16366.8;1;34;206;16366.8;1;61;0
157;10026.4;1;28;157;10026.4;1;40;0
193;12028.2;1;29;193;12028.2;1;49;0
219;15247.2;1;36;219;15247.2;1;81;0
2457;21431.1;1;55;357;23191.3;1;168;1
274;17973.7;1;38;274;17973.7;1;81;0
30;1850;1;24;30;1850;1;23;0
4472;25635.4;1;53;3433;26028.8;3;310;1
242;8705.25;1;26;132;9103.13;2;66;1
265;16795.7;1;37;265;16795.7;1;84;0
165;8807.58;1;26;164;10324.6;1;81;1
204;13778.5;1;32;205;13912.5;1;60;2
206;12862;1;30;206;12862;1;51;0
10661;26082.7;1;46;379;26238.5;1;124;1
117;7506.94;1;28;117;7506.94;1;33;0
589;30214.9;1;73;459;30149.3;1;222;1
204;11171.4;1;31;204;11171.4;1;53;0
170;11072.1;1;31;170;11072.1;1;41;0
151;9971.19;1;30;151;9971.19;1;45;0
2993;19385.5;1;45;269;19737;1;105;1
372;23860.2;1;51;372;23860.2;1;131;0
143;9003.87;1;29;143;9003.87;1;43;0
152;10319;1;31;152;10319;1;72;0
27570;19429.5;1;44;298;19787.1;1;115;1
94;5603.64;1;28;94;5603.64;1;35;0
224;14104.9;1;35;224;14104.9;1;62;0
178;10738.4;1;25;178;10738.4;1;69;0
235;14766.9;1;37;235;14766.9;1;78;0
158;10826.1;1;26;158;10826.1;1;43;0
243;16323.7;1;34;243;16323.7;1;56;0
1083;20308.7;1;32;1083;20308.7;55;1940;0
210;13691.3;1;31;210;13691.3;1;56;0
9094;15647.5;1;27;1544;16190.9;3;159;1
59;3647.44;1;24;59;3647.44;1;26;0
5343;25766;1;50;994;28943.5;3;324;1
375;20410.5;1;44;375;20410.5;1;109;0
233;17427.3;1;38;233;17427.3;1;82;0
222;14719.2;1;34;222;14719.2;1;59;0
238;11986.3;1;32;178;12307.3;2;105;1
216;14832.2;1;32;216;14832.2;1;57;0
646;29638.8;1;59;450;29697;2;252;1
218;14782.2;1;38;218;14782.2;1;70;0
192;10542.7;1;27;192;10542.7;1;41;0
541;10105;1;26;541;10105;109;2958;0
917;15802.5;1;42;917;15802.5;2;372;0
1580;7542.82;1;22;1580;7542.82;16;414;0
108;6609.47;1;25;108;6609.47;1;33;0
178;10371.9;1;31;178;10371.9;1;53;0
561;12940.9;1;31;561;13768.1;12;341;0
335;21090.1;1;37;335;21090.1;1;77;0
79;5366.52;1;25;79;5366.52;1;35;0
155;10061.3;1;25;155;10061.3;1;34;0
176;10401.7;1;29;176;10401.7;1;61;0
4778;18209.6;1;36;307;20439;2;216;1
154;9836.92;1;27;154;9836.92;1;44;0
1569;10226.4;1;24;268;14496.7;4;717;1
81;5229.66;1;24;81;5229.66;1;26;0
2640;18975.2;1;42;293;19623.1;1;94;1
393;24775.2;1;58;393;24775.2;1;155;0
137;8380.47;1;26;137;8380.47;1;37;0
820;13324.2;1;35;355;13948.5;2;100;1
197;15993.2;1;40;197;15993.2;1;83;0
143;9279.64;1;27;143;9279.64;1;41;0
161;9415.62;1;27;161;9415.62;1;40;0
282;18845.1;1;36;282;18845.1;1;78;0
3320;19388.5;1;39;298;19841.8;1;98;1
181;11425.2;1;29;181;11425.2;1;50;0
198;8112.7;1;28;127;8488.77;2;77;1
416;18445.6;1;35;298;19050.9;1;75;1
127;8180.5;1;27;127;8180.5;1;41;0
174;12762.1;1;27;174;12762.1;1;41;0
212;14385.2;1;32;212;14385.2;1;48;0
6104;18039.3;1;41;273;18026.7;1;80;1
3928;18295.7;1;40;294;18660.3;1;101;1
194;12134.7;1;29;194;12134.7;1;46;0
310;8730.71;1;26;310;8730.71;2;106;0
93;5948.64;1;24;93;5948.64;1;31;0
65;4834.18;1;24;65;4834.18;1;24;0
775;14111.1;1;28;223;14355.2;3;178;1
209;14136.8;1;26;209;14136.8;1;39;0
8364;10931.2;1;26;8364;10931.2;2;111;0
5862;8416.92;1;25;255;18144.1;2;128;1
97;4851.87;1;21;97;4851.87;2;46;0
4962;20382.7;1;41;338;20949.5;1;100;1
86;6008.54;1;24;86;6008.54;1;27;0
2676;23475.8;1;59;377;23601.9;1;161;1
105;6299.13;1;24;105;6299.13;1;27;0
182;10997.5;1;29;182;10997.5;1;47;0
59;3441.72;1;23;59;3441.72;1;25;0
4343;16202.3;1;32;233;16743.4;1;67;1
161;10725.4;1;28;161;10725.4;1;47;0
6035;25721.5;1;46;357;26977.8;1;127;1
162;8457.5;1;27;162;8457.5;1;39;0
254;17394.8;1;42;253;17409.5;1;90;1
125;7994.42;1;26;125;7994.42;1;38;0
143;8993.08;1;26;143;8993.08;1;35;0
3592;14709.4;1;37;246;15102.5;2;140;1
282;17412;1;40;282;17412;1;86;0
42;2485.72;1;24;42;2485.72;1;24;0
47;3228.33;1;24;47;3228.33;1;22;0
230;14532.8;1;29;230;14532.8;1;50;0
160;9186.62;1;28;160;9186.62;1;285;0
177;11502.2;1;27;177;11502.2;1;39;0
148;9833.4;1;26;148;9833.4;1;31;0
183;11378.1;1;29;183;11378.1;1;47;0
168;10448.7;1;26;168;10448.7;1;38;0
88;4989.46;1;24;88;4989.46;1;28;0
173;10716.4;1;29;173;10716.4;1;44;0
162;10508.4;1;27;162;10508.4;1;40;0
170;11517;1;31;170;11517;1;49;0
186;11104.3;1;28;186;11104.3;1;47;0
2021;22182.6;1;45;286;22958.7;1;125;1
218;13611.7;1;31;218;13611.7;1;57;0
